Order,Semester,Lesson,Slide,QID,Classification,Purpose,Activity,Lesson Flow,Passive Type,
292,S16,R* 3:  Color,Sun Percentage,q:1392656661279:1001,Active,,,Required,,
293,S16,R* 3:  Color,Blue Percentage,q:1392656661279:1005,Active,,,Required,,
294,S16,R* 3:  Color,Red Percentage,q:1392656661279:1009,Active,,,Required,,
295,S16,R* 3:  Color,Peak Wavelengths,q:1392656661279:1013,Active,,,Required,,
296,S16,R* 3:  Color,Temps - Generic,q:1392656661279:1025,Active,,,Required,,
297,S16,R* 3:  Color,Temps - Specific,q:1392665283362:1145,Active,,,Required,,
298,S16,R* 3:  Color,Wien's Law,q:1392656661279:1029,Passive,,,Required,Text,
299,S16,R* 3:  Color,Set 1,q:1392656661279:1037,Active,,,Bank Option,,
300,S16,R* 3:  Color,Set 2,q:1392656661279:1041,Active,,,Bank Option,,
301,S16,R* 3:  Color,Set 3,q:1392656661279:1045,Active,,,Bank Option,,
302,S16,R* 3:  Color,Set 4,q:1392656661279:1049,Active,,,Bank Option,,
303,S16,R* 3:  Color,Set 5,q:1392656661279:1053,Active,,,Bank Option,,
304,S16,R* 3:  Color,Set 1,q:1392656661280:1061,Active,,,Bank Option,,
305,S16,R* 3:  Color,Set 2,q:1392656661280:1065,Active,,,Bank Option,,
306,S16,R* 3:  Color,Set 3,q:1392656661280:1069,Active,,,Bank Option,,
307,S16,R* 3:  Color,Set 4,q:1392656661280:1073,Active,,,Bank Option,,
308,S16,R* 3:  Color,Set 5,q:1392656661280:1077,Active,,,Bank Option,,
309,S16,R* 3:  Color,Summary,q:1392656670197:1082,Passive,,,Required,Text+Video,
310,S16,R* 3:  Application,Instructions,q:1394749559767:970,Passive,,,Required,Text,
311,S16,R* 3:  Application,Evaluation 1,q:1410806261346:51,Active,,,Bank Option,,
312,S16,R* 3:  Application,Evaluation 2,q:1413846345853:1010,Active,,,Bank Option,,
313,S16,R* 3:  Application,Evaluation 3,q:1413846366146:1019,Active,,,Bank Option,,
314,S16,R* 3:  Application,Evaluation 4,q:1413846384348:1028,Active,,,Bank Option,,
315,S16,R* 3:  Application,Evaluation 5,q:1413846403304:1037,Active,,,Bank Option,,
316,S16,R* 3:  Application,Evaluation 6,q:1413846413630:1046,Active,,,Bank Option,,
317,S16,R* 3:  Application,Evaluation 7,q:1413846424857:1055,Active,,,Bank Option,,
318,S16,R* 3:  Application,Evaluation 8,q:1413846448237:1064,Active,,,Bank Option,,
319,S16,R* 3:  Application,Evaluation 9,q:1413846462413:1073,Active,,,Bank Option,,
320,S16,R* 3:  Application,Evaluation 10,q:1413846480512:1082,Active,,,Bank Option,,
321,S16,R* 3:  Application,Evaluation 1,q:1413846959993:1095,Active,,,Bank Option,,
322,S16,R* 3:  Application,Evaluation 2,q:1413849297370:807,Active,,,Bank Option,,
323,S16,R* 3:  Application,Evaluation 3,q:1413849450585:822,Active,,,Bank Option,,
324,S16,R* 3:  Application,Evaluation 4,q:1413849663845:837,Active,,,Bank Option,,
325,S16,R* 3:  Application,Evaluation 5,q:1413849838685:852,Active,,,Bank Option,,
326,S16,R* 3:  Application,Objects,q:1426204558986:144,Active,,,Required,,
327,S16,R* 3:  Application,Exit,q:1394749559768:1002,Passive,,,Required,Text+Image,
328,S16,R* 4:  H-R Diagram,Relationship,q:1392741909219:626,Active,,,Required,,
329,S16,R* 4:  H-R Diagram,Refresher - Color-Energy,q:1392743048219:1023,Active,,,Optional,,
330,S16,R* 4:  H-R Diagram,Intro,q:1392741909219:634,Passive,,,Required,Text+Image,
331,S16,R* 4:  H-R Diagram,Sun Flux,q:1392741909219:638,Active,,,Required,,
332,S16,R* 4:  H-R Diagram,Cool Flux,q:1392741909219:650,Active,,,Required,,
333,S16,R* 4:  H-R Diagram,Hot Flux,q:1392741909219:643,Active,,,Required,,
334,S16,R* 4:  H-R Diagram,All Fluxes,q:1392741909219:657,Passive,,,Required,Text+Image,
335,S16,R* 4:  H-R Diagram,Lecturette: Flux,q:1392741909219:661,Active,,,Required,,
336,S16,R* 4:  H-R Diagram,Linear Plots,q:1392741915050:670,Passive,,,Required,Text+Image,
337,S16,R* 4:  H-R Diagram,Log Plots,q:1392741915050:674,Passive,,,Required,Text+Image,
338,S16,R* 4:  H-R Diagram,H-R Test,q:1392741915050:678,Passive,,,Required,Text+Image,
339,S16,R* 4:  H-R Diagram,Real H-R,q:1392741915050:682,Active,,,Required,,
340,S16,R* 4:  H-R Diagram,Real Stars,q:1392741915050:686,Passive,,,Required,Text+Poll Results,
341,S16,R* 4:  H-R Diagram,Identify Outliers,q:1411588517498:915,Active,,,Required,,
342,S16,R* 4:  H-R Diagram,Red Star,q:1392741915050:694,Active,,,Required,,
343,S16,R* 4:  H-R Diagram,Blue Star,q:1392741915051:698,Active,,,Required,,
344,S16,R* 4:  H-R Diagram,Lecturette: Sizes,q:1392741915051:702,Passive,,,Required,Video,
345,S16,R* 4:  H-R Diagram,Label H-R Diagram,q:1411589363922:926,Active,,,Required,,
346,S16,R* 4:  H-R Diagram,Lecturette: H-R Diagram,q:1392741915051:706,Passive,,,Required,Video,
347,S16,R* 4:  H-R Diagram,MS-Red 1,q:1392741915051:715,Active,,,Bank Option,,
348,S16,R* 4:  H-R Diagram,MS-Red 2,q:1392741915051:723,Active,,,Bank Option,,
349,S16,R* 4:  H-R Diagram,MS-Red 3,q:1392741915051:731,Active,,,Bank Option,,
350,S16,R* 4:  H-R Diagram,MS-Red 4,q:1392741915051:739,Active,,,Bank Option,,
351,S16,R* 4:  H-R Diagram,MS-Yellow 1,q:1392741915051:747,Active,,,Bank Option,,
352,S16,R* 4:  H-R Diagram,MS-Yellow 2,q:1392741915051:755,Active,,,Bank Option,,
353,S16,R* 4:  H-R Diagram,MS-Yellow 3,q:1392741915052:763,Active,,,Bank Option,,
354,S16,R* 4:  H-R Diagram,MS-Yellow 4,q:1392741915052:771,Active,,,Bank Option,,
355,S16,R* 4:  H-R Diagram,MS-Yellow 5,q:1392741915052:779,Active,,,Bank Option,,
356,S16,R* 4:  H-R Diagram,MS-Yellow 6,q:1392741915052:787,Active,,,Bank Option,,
357,S16,R* 4:  H-R Diagram,MS-Yellow 7,q:1392741915052:795,Active,,,Bank Option,,
358,S16,R* 4:  H-R Diagram,MS-Blue 1,q:1392741915052:803,Active,,,Bank Option,,
359,S16,R* 4:  H-R Diagram,MS-Blue 2,q:1392741915052:811,Active,,,Bank Option,,
360,S16,R* 4:  H-R Diagram,MS-Blue 3,q:1392741915052:819,Active,,,Bank Option,,
361,S16,R* 4:  H-R Diagram,MS-Blue 4,q:1392741915052:827,Active,,,Bank Option,,
362,S16,R* 4:  H-R Diagram,MS-Blue 5,q:1392741915052:835,Active,,,Bank Option,,
363,S16,R* 4:  H-R Diagram,MS-Blue 6,q:1392741915052:843,Active,,,Bank Option,,
364,S16,R* 4:  H-R Diagram,MS-Blue 7,q:1392741915052:851,Active,,,Bank Option,,
365,S16,R* 4:  H-R Diagram,MS-Blue 8,q:1392741915052:859,Active,,,Bank Option,,
366,S16,R* 4:  H-R Diagram,MS-Blue 9,q:1392741915052:867,Active,,,Bank Option,,
367,S16,R* 4:  H-R Diagram,Giant 1,q:1392741915052:875,Active,,,Bank Option,,
368,S16,R* 4:  H-R Diagram,Giant 2,q:1392741915053:883,Active,,,Bank Option,,
369,S16,R* 4:  H-R Diagram,Giant 3,q:1392741915053:891,Active,,,Bank Option,,
370,S16,R* 4:  H-R Diagram,Giant 4,q:1392741915053:899,Active,,,Bank Option,,
371,S16,R* 4:  H-R Diagram,Supergiant 1,q:1392741915053:907,Active,,,Bank Option,,
372,S16,R* 4:  H-R Diagram,Supergiant 2,q:1392741915053:915,Active,,,Bank Option,,
373,S16,R* 4:  H-R Diagram,Supergiant 3,q:1392741915053:923,Active,,,Bank Option,,
374,S16,R* 4:  H-R Diagram,Supergiant 4,q:1392741915053:931,Active,,,Bank Option,,
375,S16,R* 4:  H-R Diagram,Supergiant 5,q:1392741915053:939,Active,,,Bank Option,,
376,S16,R* 4:  H-R Diagram,Supergiant 6,q:1392741915053:947,Active,,,Bank Option,,
377,S16,R* 4:  H-R Diagram,Supergiant 7,q:1392741915053:955,Active,,,Bank Option,,
378,S16,R* 4:  H-R Diagram,Supergiant 8,q:1392741915053:963,Active,,,Bank Option,,
379,S16,R* 4:  H-R Diagram,White Dwarf 1,q:1392741915053:971,Active,,,Bank Option,,
380,S16,R* 4:  H-R Diagram,White Dwarf 2,q:1392741915053:979,Active,,,Bank Option,,
381,S16,R* 4:  H-R Diagram,White Dwarf 3,q:1392741915053:987,Active,,,Bank Option,,
382,S16,R* 4:  H-R Diagram,White Dwarf 4,q:1392741915054:995,Active,,,Bank Option,,
383,S16,R* 4:  H-R Diagram,Use H-R,q:1392741915054:1003,Active,,,Required,,
384,S16,R* 4:  H-R Diagram,Summary,q:1392741921100:1008,Passive,,,Required,Text+Video,
385,S16,R* 4:  Application,Instructions,q:1394749559767:970,Passive,,,Required,Text,
386,S16,R* 4:  Application,Evaluation 1,q:1413850900876:278,Active,,,Bank Option,,
387,S16,R* 4:  Application,Evaluation 2,q:1413855936901:360,Active,,,Bank Option,,
388,S16,R* 4:  Application,Evaluation 3,q:1413856026807:368,Active,,,Bank Option,,
389,S16,R* 4:  Application,Evaluation 4,q:1413856080831:376,Active,,,Bank Option,,
390,S16,R* 4:  Application,Evaluation 5,q:1413856123143:384,Active,,,Bank Option,,
391,S16,R* 4:  Application,Evaluation 6,q:1413856217168:392,Active,,,Bank Option,,
392,S16,R* 4:  Application,Evaluation 7,q:1413856286500:400,Active,,,Bank Option,,
393,S16,R* 4:  Application,Evaluation 8,q:1413856360796:408,Active,,,Bank Option,,
394,S16,R* 4:  Application,Exit,q:1394749559768:1002,Passive,,,Required,Text+Image,
395,S16,R* 5:  Stellar Lifecycles,Survey,q:1392763916495:436,Active,,,Required,,
396,S16,R* 5:  Stellar Lifecycles,Survey Results,q:1392763916495:441,Passive,,,Required,Text+Poll Results,
397,S16,R* 5:  Stellar Lifecycles,Time Assumption,q:1392763916495:445,Active,,,Required,,
398,S16,R* 5:  Stellar Lifecycles,Lecturette: Best Bets,q:1392763916495:449,Passive,,,Required,Video,
399,S16,R* 5:  Stellar Lifecycles,Lecturette: Stellar Properties,q:1392763920794:458,Passive,,,Required,Video,
400,S16,R* 5:  Stellar Lifecycles,Mass and Radius,q:1392763920794:462,Active,,,Required,,
401,S16,R* 5:  Stellar Lifecycles,Lifecycle Intro,q:1392763925803:471,Passive,,,Required,Text+Image,
402,S16,R* 5:  Stellar Lifecycles,Star Formation,q:1392763925803:475,Passive,,,Required,Text+Video,
403,S16,R* 5:  Stellar Lifecycles,Hyp - Mass v. Life,q:1392763925803:479,Active,,,Required,,
404,S16,R* 5:  Stellar Lifecycles,Tutorial,q:1392763925803:490,Active,,,Required,,
405,S16,R* 5:  Stellar Lifecycles,Hypothesis,q:1392763925803:497,Active,,,Required,,
406,S16,R* 5:  Stellar Lifecycles,Fix Hypothesis,q:1392763925803:515,Active,,,Optional,,
407,S16,R* 5:  Stellar Lifecycles,Exact Ages,q:1392763925803:519,Active,,,Required,,
408,S16,R* 5:  Stellar Lifecycles,Results,q:1392763925803:530,Active,,,Required,,
409,S16,R* 5:  Stellar Lifecycles,Bridge,q:1392763925804:534,Passive,,,Required,Text+Image,
410,S16,R* 5:  Stellar Lifecycles,Deaths - Red,q:1392763925804:542,Active,,,Required,,
411,S16,R* 5:  Stellar Lifecycles,Deaths - Yellow,q:1392763925804:550,Active,,,Required,,
412,S16,R* 5:  Stellar Lifecycles,Deaths - Blue,q:1392763925804:558,Active,,,Required,,
413,S16,R* 5:  Stellar Lifecycles,Lecturette: Death Stars,q:1392763925804:565,Passive,,,Required,Video,
414,S16,R* 5:  Stellar Lifecycles,Star Summary,q:1392763925804:569,Passive,,,Required,Text+Image,
415,S16,R* 5:  Stellar Lifecycles,Knowing Ages,q:1392763925804:573,Passive,,,Required,Text,
416,S16,R* 5:  Stellar Lifecycles,Populations,q:1392763925804:577,Passive,,,Required,Text+Image,
417,S16,R* 5:  Stellar Lifecycles,Summary,q:1392763930452:582,Passive,,,Required,Text+Video,
418,S16,R* 5:  Application,Instructions,q:1394749559767:970,Passive,,,Required,Text,
419,S16,R* 5:  Application,Evaluation 1,q:1413916969545:733,Active,,,Bank Option,,
420,S16,R* 5:  Application,Evaluation 2,q:1413920301340:821,Active,,,Bank Option,,
421,S16,R* 5:  Application,Evaluation 3,q:1413920840899:841,Active,,,Bank Option,,
422,S16,R* 5:  Application,Evaluation 4,q:1413921399204:861,Active,,,Bank Option,,
423,S16,R* 5:  Application,Exit,q:1394749559768:1002,Passive,,,Required,Text+Image,
424,S16,R* 6:  Elements,Survey,q:1439419533466:589,Active,,,Required,,
425,S16,R* 6:  Elements,Survey Results,q:1439419533486:599,Passive,,,Required,Poll Results,
426,S16,R* 6:  Elements,Lecturette: Ingredients,q:1439419533507:603,Passive,,,Required,Video,
427,S16,R* 6:  Elements,Big Bang,q:1439419543584:612,Passive,,,Required,Text+Image,
428,S16,R* 6:  Elements,Nebula,q:1439419543742:616,Passive,,,Required,Text+Image,
429,S16,R* 6:  Elements,Star Composition,q:1439419543880:620,Active,,,Required,,
430,S16,R* 6:  Elements,Discover Elements,q:1439419543965:630,Active,,,Required,,
431,S16,R* 6:  Elements,Discover Supernova,q:1439419544044:648,Active,,,Required,,
432,S16,R* 6:  Elements,Lecturette - Element Abundances,q:1439419544179:656,Passive,,,Required,Video,
433,S16,R* 6:  Elements,Lecturette - Element Formation,q:1439419544298:660,Active,,,Required,,
434,S16,R* 6:  Elements,Search for Elements,q:1439419554814:671,Passive,,,Required,Text+Image,
435,S16,R* 6:  Elements,Planck - Hypothethetical,q:1439419555070:675,Passive,,,Required,Text+Image,
436,S16,R* 6:  Elements,Planck - Actual,q:1439419555265:679,Passive,,,Required,Text+Image,
437,S16,R* 6:  Elements,Complex Sun,q:1439419555474:683,Passive,,,Required,Text+Image,
438,S16,R* 6:  Elements,Spectrum - Pure,q:1439419555663:687,Active,,,Required,,
439,S16,R* 6:  Elements,Observation,q:1439419555946:691,Active,,,Required,,
440,S16,R* 6:  Elements,Spectrum - Absorb,q:1439419556156:697,Active,,,Required,,
441,S16,R* 6:  Elements,Observation,q:1439419556336:701,Active,,,Required,,
442,S16,R* 6:  Elements,Energy Where?,q:1439419556609:707,Active,,,Required,,
443,S16,R* 6:  Elements,Spectrum - Emit,q:1439419556834:713,Active,,,Required,,
444,S16,R* 6:  Elements,Observation,q:1439419557005:717,Active,,,Required,,
445,S16,R* 6:  Elements,Atoms,q:1439419557176:723,Passive,,,Required,Text+Image,
446,S16,R* 6:  Elements,Spectra,q:1439419557448:727,Passive,,,Required,Text+Image,
447,S16,R* 6:  Elements,Unique,q:1439419557654:731,Passive,,,Required,Text+Image,
448,S16,R* 6:  Elements,Hydrogen,q:1439419557841:735,Passive,,,Required,Text+Image,
449,S16,R* 6:  Elements,Habitable Worlds,q:1439419558104:739,Passive,,,Required,Text+Image,
450,S16,R* 6:  Elements,Star 1,q:1439419558523:756,Active,,,Required,,
451,S16,R* 6:  Elements,Required Elements,q:1439419558696:770,Active,,,Optional,,
452,S16,R* 6:  Elements,Bet Again,q:1439419558978:777,Active,,,Optional,,
453,S16,R* 6:  Elements,Combo 1,q:1439419559389:787,Active,,,Bank Option,,
454,S16,R* 6:  Elements,Combo 2,q:1439419559587:802,Active,,,Bank Option,,
455,S16,R* 6:  Elements,Combo 3,q:1439419559846:817,Active,,,Bank Option,,
456,S16,R* 6:  Elements,Combo 4,q:1439419560146:832,Active,,,Bank Option,,
457,S16,R* 6:  Elements,Combo 5,q:1439419560432:847,Active,,,Bank Option,,
458,S16,R* 6:  Elements,Combo 1,q:1439419560917:866,Active,,,Bank Option,,
459,S16,R* 6:  Elements,Combo 2,q:1439419561128:882,Active,,,Bank Option,,
460,S16,R* 6:  Elements,Combo 3,q:1439419561297:898,Active,,,Bank Option,,
461,S16,R* 6:  Elements,Combo 4,q:1439419561563:914,Active,,,Bank Option,,
462,S16,R* 6:  Elements,Combo 1,q:1439419561944:934,Active,,,Bank Option,,
463,S16,R* 6:  Elements,Combo 2,q:1439419562137:951,Active,,,Bank Option,,
464,S16,R* 6:  Elements,Combo 3,q:1439419562394:968,Active,,,Bank Option,,
465,S16,R* 6:  Elements,Star 5,q:1439419562600:985,Active,,,Required,,
466,S16,R* 6:  Elements,Lecturette: Metallicity,q:1439419579606:1012,Active,,,Required,,
467,S16,R* 6:  Elements,Intro BaP,q:1439419579765:1043,Passive,,,Required,Text+Image,
468,S16,R* 6:  Elements,Make a Planet,q:1439419579928:1051,Active,,,Required,,
469,S16,R* 6:  Elements,Metallicity,q:1439419579990:1068,Active,,,Required,,
470,S16,R* 6:  Elements,Planet Hosts,q:1439419580055:1072,Active,,,Required,,
471,S16,R* 6:  Elements,Lecturette: Recy...,q:1439419580118:1078,Passive,,,Required,Video,
472,S16,R* 6:  Elements,Conclusion,q:1439419580235:1082,Passive,,,Required,Text+Image,
473,S16,R* 6:  Elements,R* Conclusion,q:1439419594880:1087,Passive,,,Required,Text+Image,
474,S16,R* 6:  Elements,Summary,q:1439419602068:1092,Passive,,,Required,Text+Video,
475,S16,R* 6:  Application,Instructions,q:1439951341908:890,Passive,,,Required,Text,
476,S16,R* 6:  Application,High Metallicity 1,q:1439951342263:980,Active,,,Bank Option,,
477,S16,R* 6:  Application,High Metallicity 2,q:1439951342487:1080,Active,,,Bank Option,,
478,S16,R* 6:  Application,High Metallicity 3,q:1439951342711:1180,Active,,,Bank Option,,
479,S16,R* 6:  Application,Low Metallicity 1,q:1439951342919:1280,Active,,,Bank Option,,
480,S16,R* 6:  Application,Low Metallicity 2,q:1439951343150:1364,Active,,,Bank Option,,
481,S16,R* 6:  Application,Low Metallicity 3,q:1439951343361:1448,Active,,,Bank Option,,
482,S16,R* 6:  Application,Exit,q:1439951343542:1532,Passive,,,Required,Text+Image,
483,S16,fp 1:  Transits,Introduction,q:1439830483422:716,Passive,,,Required,Text+Image,
484,S16,fp 1:  Transits,Exoplanets,q:1439831612704:982,Passive,,,Required,Text+Image,
485,S16,fp 1:  Transits,Intro Survey,q:1439831642105:987,Active,,,Required,,
486,S16,fp 1:  Transits,Survey Results,q:1439832876499:997,Passive,,,Required,Text+Poll Results,
487,S16,fp 1:  Transits,Lecturette:  Search Strategies,q:1439830483422:720,Passive,,,Required,Video,
488,S16,fp 1:  Transits,Hard to See,q:1439841262449:377,Passive,,,Required,Text,
489,S16,fp 1:  Transits,Other Effects,q:1439841262449:381,Passive,,,Required,Text,
490,S16,fp 1:  Transits,Transit Definition,q:1439841262449:393,Passive,,,Required,Text+Image,
491,S16,fp 1:  Transits,About Kepler,q:1439841262449:397,Passive,,,Required,Text+Image,
492,S16,fp 1:  Transits,Kepler Results,q:1439841262449:401,Passive,,,Required,Video,
493,S16,fp 1:  Transits,3D Space,q:1439841262449:405,Passive,,,Required,Text+Video,
494,S16,fp 1:  Transits,Language,q:1439845323133:411,Passive,,,Required,Text+Video,
495,S16,fp 1:  Transits,Inclinations,q:1439845461156:416,Passive,,,Required,Text+Video,
496,S16,fp 1:  Transits,Inclination Angles,q:1439845910907:433,Passive,,,Required,Text+Image,
497,S16,fp 1:  Transits,Why Inclinations,q:1440006825848:415,Passive,,,Required,Text+Image,
498,S16,fp 1:  Transits,Transit of Venus,q:1445984076674:838,Passive,,,Required,Text+Image,
499,S16,fp 1:  Transits,Predict Inclinations,q:1439941908846:415,Active,,,Required,,
500,S16,fp 1:  Transits,Method,q:1439941908846:421,Active,,,Required,,
501,S16,fp 1:  Transits,Tutorial,q:1440009293454:137,Active,,,Required,,
502,S16,fp 1:  Transits,Observations,q:1440009417879:146,Active,,,Required,,
503,S16,fp 1:  Transits,Match Model,q:1441320095278:674,Active,,,Required,,
504,S16,fp 1:  Transits,Far Planet,q:1445987773969:857,Active,,,Required,,
505,S16,fp 1:  Transits,Fraction,q:1440015218175:156,Active,,,Required,,
506,S16,fp 1:  Transits,Physical Description,q:1441320755072:678,Active,,,Required,,
507,S16,fp 1:  Transits,Limited Sampling,q:1440179973585:347,Passive,,,Required,Text+Image,
508,S16,fp 1:  Transits,Calculate Populations,q:1441736075123:270,Active,,,Required,,
509,S16,fp 1:  Transits,Preferred Alignment,q:1440547191698:429,Active,,,Required,,
510,S16,fp 1:  Transits,New Estimate,q:1441321556806:682,Active,,,Required,,
511,S16,fp 1:  Transits,Unpreferred Alignment,q:1445990085518:910,Active,,,Required,,
512,S16,fp 1:  Transits,New Estimate,q:1445990085547:916,Active,,,Required,,
513,S16,fp 1:  Transits,Lecturette: Inc...,q:1440541501071:421,Passive,,,Required,Video,
514,S16,fp 1:  Transits,Light Curve Intro,q:1440183321349:356,Passive,,,Required,Text+Image,
515,S16,fp 1:  Transits,Demo,q:1440183337583:457,Passive,,,Required,Text+Video,
516,S16,fp 1:  Transits,Brightness-Distance,q:1440190613849:462,Passive,,,Required,,
517,S16,fp 1:  Transits,Relationship,q:1440190855653:466,Active,,,Required,,
518,S16,fp 1:  Transits,Normalization,q:1440190957322:471,Active,,,Required,Text+Image,
519,S16,fp 1:  Transits,Light Curve Info,q:1440183321349:360,Passive,,,Required,Text+Image,
520,S16,fp 1:  Transits,Passed Light,q:1440183321349:364,Active,,,Required,,
521,S16,fp 1:  Transits,Missing Light,q:1440438853498:480,Active,,,Required,,
522,S16,fp 1:  Transits,Shrink Planet,q:1440191496646:481,Active,,,Required,,
523,S16,fp 1:  Transits,Dip Effect,q:1440191891807:485,Active,,,Required,,
524,S16,fp 1:  Transits,Shrink Star,q:1445990967802:923,Active,,,Required,,
525,S16,fp 1:  Transits,Dip Effect,q:1445990967878:929,Active,,,Required,,
526,S16,fp 1:  Transits,Lecturette:  Radius Calculation,q:1440183321349:368,Passive,,,Required,Video,
527,S16,fp 1:  Transits,Calculate Radius,q:1440438973243:485,Active,,,Required,,
528,S16,fp 1:  Transits,Periodicity,q:1440625498855:525,Active,,,Required,,
529,S16,fp 1:  Transits,Periodicity Demo,q:1440699136889:987,Passive,,,Required,Text+Video,
530,S16,fp 1:  Transits,Hypothesis,q:1446065964837:86,Active,,,Required,,
531,S16,fp 1:  Transits,Make Observations,q:1440804307215:176,Active,,,Required,,
532,S16,fp 1:  Transits,Evaluate Hypothesis,q:1446067146925:875,Active,,,Required,,
533,S16,fp 1:  Transits,Line of Best Fit,q:1446065779260:81,Active,,,Required,,
534,S16,fp 1:  Transits,Different Masses,q:1441738240218:474,Active,,,Required,,
535,S16,fp 1:  Transits,Mass Behavior,q:1440804354955:186,Active,,,Required,,
536,S16,fp 1:  Transits,Star 1,q:1440805280613:195,Active,,,Required,,
537,S16,fp 1:  Transits,Star 2,q:1440805280613:203,Active,,,Required,,
538,S16,fp 1:  Transits,Star 3,q:1440805280613:212,Active,,,Required,,
539,S16,fp 1:  Transits,Star 4,q:1440805280613:221,Active,,,Required,,
540,S16,fp 1:  Transits,Lecturette:  Light Curves,q:1441748219858:479,Passive,,,Required,Video,
541,S16,fp 1:  Transits,Easiest to Find,q:1441736801891:379,Active,,,Required,,
542,S16,fp 1:  Transits,Bias,q:1441736801891:383,Passive,,,Required,Text,
543,S16,fp 1:  Transits,Bias Accounting,q:1441736801891:387,Passive,,,Required,Text,
544,S16,fp 1:  Transits,Drawing Conclusions,q:1441823094501:433,Passive,,,Required,Text,
545,S16,fp 1:  Transits,Variation 1,q:1441736801891:395,Active,,,Bank Option,,
546,S16,fp 1:  Transits,Variation 2,q:1446148706396:439,Active,,,Bank Option,,
547,S16,fp 1:  Transits,Variation 3,q:1446149471468:452,Active,,,Bank Option,,
548,S16,fp 1:  Transits,About Conclusions,q:1441736801891:399,Passive,,,Required,Text,
549,S16,fp 1:  Transits,Reaching Conclusions,q:1441736801891:403,Passive,,,Required,Text,
550,S16,fp 1:  Transits,Lecturette: Bias,q:1441736801891:407,Passive,,,Required,Video,
551,S16,fp 1:  Transits,Summary,q:1440805364723:236,Passive,,,Required,Text+Video,
552,S16,fp 1:  Application,Instructions,q:1395783313266:913,Passive,,,Required,Text,
553,S16,fp 1:  Application,Evaluation 1,q:1411427640250:830,Active,,,Bank Option,,
554,S16,fp 1:  Application,Evaluation 2,q:1414176772468:232,Active,,,Bank Option,,
555,S16,fp 1:  Application,Evaluation 3,q:1414176781705:238,Active,,,Bank Option,,
556,S16,fp 1:  Application,Evaluation 4,q:1414176945088:244,Active,,,Bank Option,,
557,S16,fp 1:  Application,Lightcurve 1,q:1395783313266:923,Active,,,Bank Option,,
558,S16,fp 1:  Application,Lightcurve 2,q:1395783313266:927,Active,,,Bank Option,,
559,S16,fp 1:  Application,Lightcurve 3,q:1395783313266:931,Active,,,Bank Option,,
560,S16,fp 1:  Application,Lightcurve 4,q:1395783313266:935,Active,,,Bank Option,,
561,S16,fp 1:  Application,Lightcurve 5,q:1395783313266:939,Active,,,Bank Option,,
562,S16,fp 1:  Application,Lightcurve 6,q:1395783313266:943,Active,,,Bank Option,,
563,S16,fp 1:  Application,Exit,q:1395783313266:947,Passive,,,Required,Text+Image,
564,S16,fp 2:  Radial Velocity,Intro Survey,q:1441230160076:461,Active,,,Required,,
565,S16,fp 2:  Radial Velocity,Survey Results,q:1441230160076:465,Passive,,,Required,Text+Poll Results,
566,S16,fp 2:  Radial Velocity,Lecturette:  Mass-Gravity,q:1442255402080:40,Passive,,,Required,Video,
567,S16,fp 2:  Radial Velocity,Max Wobble,q:1442339030160:879,Active,,,Required,,
568,S16,fp 2:  Radial Velocity,Describe,q:1442339296840:895,Active,,,Required,,
569,S16,fp 2:  Radial Velocity,Extreme,q:1446155850249:773,Passive,,,Required,Text,
570,S16,fp 2:  Radial Velocity,Another Way,q:1446156014551:777,Passive,,,Required,Text,
571,S16,fp 2:  Radial Velocity,New Observations,q:1446156141704:782,Active,,,Required,,
572,S16,fp 2:  Radial Velocity,Planck Function,q:1442355462166:985,Passive,,,Required,Text+Image,
573,S16,fp 2:  Radial Velocity,Spectrum,q:1442355491687:989,Passive,,,Required,Text+Image,
574,S16,fp 2:  Radial Velocity,Identify Element,q:1442342971833:934,Active,,,Required,,
575,S16,fp 2:  Radial Velocity,Balmer Series,q:1442342971833:938,Passive,,,Required,Text+Image,
576,S16,fp 2:  Radial Velocity,H-alpha,q:1442342971833:942,Passive,,,Required,Text+Image,
577,S16,fp 2:  Radial Velocity,Shift,q:1442342971833:946,Passive,,,Required,Text+Image,
578,S16,fp 2:  Radial Velocity,Redshift,q:1442363949183:972,Active,,,Required,,
579,S16,fp 2:  Radial Velocity,Blueshift,q:1442357990262:830,Active,,,Required,,
580,S16,fp 2:  Radial Velocity,Correlate,q:1442358141801:959,Active,,,Required,,
581,S16,fp 2:  Radial Velocity,Lecturette:  Doppler Shift,q:1441995253365:120,Passive,,,Required,Video,
582,S16,fp 2:  Radial Velocity,Light Modification,q:1442006023782:125,Active,,,Required,,
583,S16,fp 2:  Radial Velocity,Color Coordination,q:1442009081799:130,Active,,,Required,,
584,S16,fp 2:  Radial Velocity,Show Colors,q:1442009628362:135,Passive,,,Required,Text+Image,
585,S16,fp 2:  Radial Velocity,Caveat,q:1442009972006:139,Passive,,,Required,Text+Image,
586,S16,fp 2:  Radial Velocity,Option 1,q:1442010888077:148,Active,,,Bank Option,,
587,S16,fp 2:  Radial Velocity,Option 2,q:1446159073177:811,Active,,,Bank Option,,
588,S16,fp 2:  Radial Velocity,Option 3,q:1446159166387:992,Active,,,Bank Option,,
589,S16,fp 2:  Radial Velocity,RV Magnitude,q:1442437607195:185,Active,,,Required,,
590,S16,fp 2:  Radial Velocity,Partial Summary,q:1442434467348:131,Passive,,,Required,Text,
