Slide,Lesson,Classification,Lesson Flow,Passive Type,x,y,time,,id,year,numbers,neworigintime,,intensity
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.041,8.3514,2013-08-17T08:38:32.612,,172,1804,172,1914-04-01T00:00:00,,0.0171
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.041,8.3514,2013-08-17T08:35:46.126,,173,1973,173,1914-05-01T00:00:00,,0.0172
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.382,9.0666,2013-08-17T08:31:07.63,,174,1939,174,1914-06-01T00:00:00,,0.0173
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.382,9.0666,2013-08-17T08:28:26.276,,175,1981,175,1914-07-01T00:00:00,,0.0174
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.382,9.0666,2013-08-17T08:26:55.005,,176,1851,176,1914-08-01T00:00:00,,0.0175
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.382,9.0666,2013-08-17T08:18:59.035,,177,1932,177,1914-09-01T00:00:00,,0.0176
Count Features,ne 6:  Planetary Evolution,Active,Required,unknown,13.382,9.0666,2013-08-17T08:13:36.253,,178,1934,178,1914-10-01T00:00:00,,0.0177
Build-a-Pluto,fp 3:  Planet Composition,Active,Required,unknown,-25.792,-5.7865,2013-08-17T08:10:11.581,,179,1967,179,1914-11-01T00:00:00,,0.0178
Distance - Jupiter,Intro 3:  Space,Active,Required,unknown,-2.038,-24.071,2013-08-17T08:09:28.228,,180,1938,180,1914-12-01T00:00:00,,0.0179
UV Setup,ne 3:  Gasses,Active,Required,unknown,-2.3909,-0.86052,2013-08-17T08:07:51.681,,181,1808,181,1915-01-01T00:00:00,,0.018
Calculating Flux,ne 2:  Energy Balance,Active,Required,unknown,-20.368,-21.113,2013-08-17T07:59:24.203,,182,1880,182,1915-02-01T00:00:00,,0.0181
Version 1,fp 3:  Planet Composition,Active,Bank Option,unknown,-25.666,-5.7937,2013-08-17T07:57:32.47,,183,1960,183,1915-03-01T00:00:00,,0.0182
Chert Orientation,ne 7:  Age Dating,Active,Required,unknown,18.09,-12.906,2013-08-17T07:51:09.522,,184,1926,184,1915-04-01T00:00:00,,0.0183
Convection Cell,ne 5:  Climate,Passive,Required,Text+Image,22.192,8.392,2013-08-17T07:48:51.633,,185,1936,185,1915-05-01T00:00:00,,0.0184
Convection Cell,ne 5:  Climate,Active,Required,unknown,22.192,8.392,2013-08-17T07:36:33.448,,186,1924,186,1915-06-01T00:00:00,,0.0185
Convection Cell,ne 5:  Climate,Passive,Required,Text+Image,25.388,-7.6369,2013-08-17T07:30:52.48,,187,1822,187,1915-07-01T00:00:00,,0.0186
Convection Cell,ne 5:  Climate,Active,Required,unknown,25.388,-7.6369,2013-08-17T07:30:40.589,,188,1996,188,1915-08-01T00:00:00,,0.0187
Filtered View - 5800 K,R* 3:  Color,Active,Required,unknown,2.1483,13.948,2013-08-17T07:27:24.214,,189,1931,189,1915-09-01T00:00:00,,0.0188
Loop - GHE/Temp,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,1.2208,29.425,2013-08-17T07:16:55.594,,190,1848,190,1915-10-01T00:00:00,,0.0189
Star 5,R* 6:  Elements,Active,Required,unknown,4.6589,-25.123,2013-08-17T07:11:12.111,,191,1896,191,1915-11-01T00:00:00,,0.019
Distance - Mars,Intro 3:  Space,Active,Required,unknown,-1.8034,-24.024,2013-08-17T07:06:04.739,,192,1868,192,1915-12-01T00:00:00,,0.0191
Water Worlds,ne 10:  Ancient Climates,Active,Required,unknown,10.776,-2.9068,2013-08-17T07:04:21.042,,193,1906,193,1916-01-01T00:00:00,,0.0192
Tutorial,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,-15.043,-4.3409,2013-08-17T07:01:49.786,,194,1893,194,1916-02-01T00:00:00,,0.0193
Lightcurve 1,fp 2:  Application,Active,Bank Option,unknown,-25.237,-5.6956,2013-08-17T06:52:57.317,,195,1804,195,1916-03-01T00:00:00,,0.0194
Variation 2,fp 1:  Transits,Active,Bank Option,unknown,-6.2485,-0.78407,2013-08-17T06:49:18.292,,196,2006,196,1916-04-01T00:00:00,,0.0195
Protein - Components,fl 1:  Defining Life,Active,Required,unknown,-24.288,1.881,2013-08-17T06:45:07.728,,197,1867,197,1916-05-01T00:00:00,,0.0196
Terminology,L:  Doomsday,Passive,Required,Text,14.646,25.423,2013-08-17T06:41:15.319,,198,1811,198,1916-06-01T00:00:00,,0.0197
IR Setup,ne 3:  Gasses,Active,Required,unknown,-5.5133,-4.5061,2013-08-17T06:39:04.784,,199,1916,199,1916-07-01T00:00:00,,0.0198
Giant 1,R* 4:  H-R Diagram,Active,Bank Option,unknown,-1.5959,-11.213,2013-08-17T06:34:34.059,,200,1822,200,1916-08-01T00:00:00,,0.0199
RH - UR Description,ne 7:  Age Dating,Active,Optional,unknown,8.4787,-22.256,2013-08-17T06:32:37.519,,201,1898,201,1916-09-01T00:00:00,,0.02
Make a Planet,R* 6:  Elements,Active,Required,unknown,5.7218,-23.504,2013-08-17T06:30:32.919,,202,1950,202,1916-10-01T00:00:00,,0.0201
Different Clocks,ne 7:  Age Dating,Active,Required,unknown,11.194,-13.834,2013-08-17T06:24:57.946,,203,1491,203,1916-11-01T00:00:00,,0.0202
40K-40Ar,ne 7:  Age Dating,Active,Bank Option,unknown,11.299,-12.392,2013-08-17T06:23:27.547,,204,1890,204,1916-12-01T00:00:00,,0.0203
Strom Antiquity,fl 5:  Biosignatures,Active,Required,unknown,-16.733,-9.3468,2013-08-17T06:22:02.003,,205,1911,205,1917-01-01T00:00:00,,0.0204
Event 3,Intro 6:  Drake Conjecture,Active,Required,unknown,7.1,13.125,2013-08-17T06:21:51.775,,206,1877,206,1917-02-01T00:00:00,,0.0205
High Metallicity 2,R* 6:  Application,Active,Bank Option,unknown,0.34492,-11.203,2013-08-17T06:19:10.538,,207,1940,207,1917-03-01T00:00:00,,0.0206
Tag Moon,ne 6:  Planetary Evolution,Active,Required,unknown,14.028,7.948,2013-08-17T06:14:25.811,,208,1986,208,1917-04-01T00:00:00,,0.0207
Reflection,Intro 4:  Time,Active,Required,unknown,4.2488,-24.988,2013-08-17T06:14:07.589,,209,1953,209,1917-05-01T00:00:00,,0.0208
RH - Lum/Teff,ne 10:  Ancient Climates,Active,Optional,unknown,-12.094,-13.313,2013-08-17T06:12:03.311,,210,1900,210,1917-06-01T00:00:00,,0.0209
Energy Balance,ne 2:  Energy Balance,Active,Required,unknown,-22.223,-6.088,2013-08-17T06:10:50.015,,211,1849,211,1917-07-01T00:00:00,,0.021
Conspiracy,Intro 5:  The Scientific Process,Active,Required,unknown,29.877,-1.3979,2013-08-17T06:04:13.009,,212,1857,212,1917-08-01T00:00:00,,0.0211
RH - MB - Texture,ne 7:  Age Dating,Passive,Optional,Text+Image,15.841,-16.191,2013-08-17T06:02:54.423,,213,1900,213,1917-09-01T00:00:00,,0.0212
Planets - Current Geodynamics,ne 6:  Planetary Evolution,Active,Required,unknown,2.2799,13.272,2013-08-17T06:01:02.514,,214,1826,214,1917-10-01T00:00:00,,0.0213
Lecturette:  Snowball Earth,ne 10:  Ancient Climates,Active,Required,unknown,15.019,0.78941,2013-08-17T05:52:29.261,,215,1968,215,1917-11-01T00:00:00,,0.0214
Star 1,fp 1:  Transits,Active,Required,unknown,-1.6361,3.4168,2013-08-17T05:50:11.204,,216,1959,216,1917-12-01T00:00:00,,0.0215
Type of Rock,ne 7:  Age Dating,Active,Required,unknown,10.718,-13.529,2013-08-17T05:48:27.865,,217,1926,217,1918-01-01T00:00:00,,0.0216
Distance - Light-years,Intro 3:  Space,Active,Required,unknown,-2.4416,-24.149,2013-08-17T05:45:04.297,,218,1999,218,1918-02-01T00:00:00,,0.0217
BIF Antiquity,fl 5:  Biosignatures,Active,Required,unknown,10.69,-2.5906,2013-08-17T05:43:41.304,,219,1844,219,1918-03-01T00:00:00,,0.0218
Anaerobic,fl 3:  Redox Chemistry,Active,Required,unknown,0.59555,19.29,2013-08-17T05:41:31.895,,220,1938,220,1918-04-01T00:00:00,,0.0219
Planets - Past Geodynamics,ne 6:  Planetary Evolution,Active,Required,unknown,2.2654,13.091,2013-08-17T05:41:01.52,,221,1855,221,1918-05-01T00:00:00,,0.022
Lightcurve 3,fp 1:  Application,Active,Bank Option,unknown,-8.5788,-3.3493,2013-08-17T05:38:55.838,,222,1933,222,1918-06-01T00:00:00,,0.0221
New Observations,fp 2:  Radial Velocity,Active,Required,unknown,-5.9684,-18.292,2013-08-17T05:31:15.68,,223,1953,223,1918-07-01T00:00:00,,0.0222
Describe,fp 2:  Radial Velocity,Active,Required,unknown,-6.7513,-18.491,2013-08-17T05:29:04.279,,224,1947,224,1918-08-01T00:00:00,,0.0223
Older Younger,ne 7:  Age Dating,Active,Required,unknown,18.157,-12.695,2013-08-17T05:28:16.941,,225,1931,225,1918-09-01T00:00:00,,0.0224
Option 1,fp 2:  Radial Velocity,Active,Bank Option,unknown,16.715,-6.9235,2013-08-17T05:26:37.685,,226,1561,226,1918-10-01T00:00:00,,0.0225
Evaluation - Calc,ne 2:  Application,Active,Required,unknown,-26.323,-23.075,2013-08-17T05:19:15.02,,227,1957,227,1918-11-01T00:00:00,,0.0226
Lecturette - Chondrites,fp 4:  Atmospheres,Active,Required,unknown,-21.231,0.41421,2013-08-17T05:16:09.956,,228,1899,228,1918-12-01T00:00:00,,0.0227
Pluto Density,fp 3:  Planet Composition,Active,Required,unknown,-25.918,-5.7355,2013-08-17T05:15:40.234,,229,1964,229,1919-01-01T00:00:00,,0.0228
Thinking - Mars,Science Literacy,Active,Required,unknown,-13.502,4.593,2013-08-17T05:14:03,,230,1892,230,1919-02-01T00:00:00,,0.0229
Survey,fl 4:  Phototrophy,Active,Required,unknown,-4.0258,19.64,2013-08-17T05:08:28.74,,231,2003,231,1919-03-01T00:00:00,,0.023
Survey Results,fp 1:  Transits,Passive,Required,Text+Poll Results,0.58571,0.29013,2013-08-17T05:07:00.276,,232,1971,232,1919-04-01T00:00:00,,0.0231
Obs 8,Intro 2:  Mindscape,Active,Bank Option,unknown,-8.1779,13.477,2013-08-17T05:04:43.738,,233,1956,233,1919-05-01T00:00:00,,0.0232
Overall,Conclusion,Active,Required,unknown,22.491,0.78707,2013-08-17T05:02:28.28,,234,1949,234,1919-06-01T00:00:00,,0.0233
Current Status,ne 3:  Gasses,Passive,Required,Text+Video,6.2641,25.502,2013-08-17T04:59:58.423,,235,2004,235,1919-07-01T00:00:00,,0.0234
Introduction,fc:  Civilization and Energy,Passive,Required,Text+Image,0.11812,4.802,2013-08-17T04:58:51.016,,236,1862,236,1919-08-01T00:00:00,,0.0235
Comparison,fl 5:  Biosignatures,Passive,Required,Text+Image,-22.816,-8.762,2013-08-17T04:57:44.323,,237,1933,237,1919-09-01T00:00:00,,0.0236
New Energy,fc:  Civilization and Energy,Passive,Required,Text+Image,0.30321,0.91017,2013-08-17T04:55:46.805,,238,1995,238,1919-10-01T00:00:00,,0.0237
Archean Summary,fl 5:  Biosignatures,Passive,Required,Text+Image,-15.895,9.3059,2013-08-17T04:53:57.452,,239,1957,239,1919-11-01T00:00:00,,0.0238
Sedimentary Rocks,ne 6:  Planetary Evolution,Passive,Required,Text+Image,14.88,-7.4469,2013-08-17T04:52:09.189,,240,1958,240,1919-12-01T00:00:00,,0.0239
Bad Biosig,fl 5:  Biosignatures,Passive,Required,Text+Image,-16.529,9.0952,2013-08-17T04:49:07.154,,241,1809,241,1920-01-01T00:00:00,,0.024
Second Law,fl 1:  Defining Life,Passive,Required,Text+Image,-18.121,10.493,2013-08-17T04:47:45.627,,242,1998,242,1920-02-01T00:00:00,,0.0241
Food,fl 3:  Redox Chemistry,Active,Required,unknown,-8.0553,20.499,2013-08-17T04:44:29.426,,243,1856,243,1920-03-01T00:00:00,,0.0242
Food Redox,fl 3:  Redox Chemistry,Active,Required,unknown,-7.5081,20.862,2013-08-17T04:43:46.568,,244,1919,244,1920-04-01T00:00:00,,0.0243
Phase Diagram,ne 1:  Water,Active,Required,unknown,-18.872,-19.589,2013-08-17T04:42:35.027,,245,1910,245,1920-05-01T00:00:00,,0.0244
Lecturette:  Tree of Life,fl 3:  Redox Chemistry,Passive,Required,Video,-11.274,16.477,2013-08-17T04:38:18.077,,246,2009,246,1920-06-01T00:00:00,,0.0245
Instructions,R* 6:  Application,Passive,Required,Text,0.15824,-12.994,2013-08-17T04:33:20.212,,247,1833,247,1920-07-01T00:00:00,,0.0246
Breakthrough Incremental,Intro 1:  Preconceptions,Active,Required,unknown,-12.251,15.561,2013-08-17T04:29:43.293,,248,1933,248,1920-08-01T00:00:00,,0.0247
Rust,ne 7:  Age Dating,Passive,Required,Text+Image,13.114,-20.865,2013-08-17T04:24:21.261,,249,1889,249,1920-09-01T00:00:00,,0.0248
Summary,ne 3:  Gasses,Passive,Required,Text+Video,6.2577,25.272,2013-08-17T04:20:46.48,,250,1801,250,1920-10-01T00:00:00,,0.0249
Reaching Conclusions,fp 1:  Transits,Passive,Required,Text,-5.6493,-2.2802,2013-08-17T04:19:16.959,,251,1964,251,1920-11-01T00:00:00,,0.025
Escape Velocity,fp 4:  Atmospheres,Active,Required,unknown,-22.685,0.65418,2013-08-17T04:13:20.905,,252,1944,252,1920-12-01T00:00:00,,0.0251
Cherts 2,ne 7:  Age Dating,Passive,Required,Text+Image,19.876,-9.9509,2013-08-17T04:11:01.735,,253,1939,253,1921-01-01T00:00:00,,0.0252
Chert,ne 7:  Age Dating,Passive,Required,Text+Image,8.7113,-20.903,2013-08-17T04:09:59.879,,254,1967,254,1921-02-01T00:00:00,,0.0253
Meth - Do,R* 2:  Brightness,Active,Required,unknown,-9.6767,-22.141,2013-08-17T04:09:00.933,,255,1899,255,1921-03-01T00:00:00,,0.0254
Lonely Planet,Intro 5:  The Scientific Process,Passive,Required,Text+Image,12.941,-21.235,2013-08-17T04:07:28.953,,256,1838,256,1921-04-01T00:00:00,,0.0255
Nebula,Intro 6:  Drake Conjecture,Passive,Required,Text+Image,10.68,9.4311,2013-08-17T03:57:01.845,,257,1934,257,1921-05-01T00:00:00,,0.0256
Another Way,fp 2:  Radial Velocity,Passive,Required,Text,-5.3854,-19.299,2013-08-17T03:55:15.417,,258,1955,258,1921-06-01T00:00:00,,0.0257
Exit,ne 3:  Application,Passive,Required,unknown,16.002,2.6892,2013-08-17T03:51:17.406,,259,2002,259,1921-07-01T00:00:00,,0.0258
Boundaries,R* 2:  Brightness,Passive,Required,Text,-18.566,-18.975,2013-08-17T03:50:47.32,,260,1926,260,1921-08-01T00:00:00,,0.0259
Refresher - Energy,ne 3:  Gasses,Active,Required,unknown,-26.888,-20.834,2013-08-17T03:46:19.187,,261,1900,261,1921-09-01T00:00:00,,0.026
Population,fi 2:  Evolution,Passive,Required,Text+Image,8.544,11.974,2013-08-17T03:42:50.367,,262,1917,262,1921-10-01T00:00:00,,0.0261
Population,fi 2:  Evolution,Passive,Required,Text+Image,8.544,11.974,2013-08-17T03:40:43.985,,263,1928,263,1921-11-01T00:00:00,,0.0262
Population,fi 2:  Evolution,Passive,Required,Text+Image,6.7818,11.388,2013-08-17T03:39:25.621,,264,1933,264,1921-12-01T00:00:00,,0.0263
Population,fi 2:  Evolution,Passive,Required,Text+Image,6.7818,11.388,2013-08-17T03:35:29.576,,265,2002,265,1922-01-01T00:00:00,,0.0264
Set 2,R* 3:  Color,Active,Bank Option,unknown,-4.5936,-1.5149,2013-08-17T03:32:43.831,,266,1942,266,1922-02-01T00:00:00,,0.0265
Set 2,R* 3:  Color,Active,Bank Option,unknown,-4.5936,-1.5149,2013-08-17T03:29:00.992,,267,1944,267,1922-03-01T00:00:00,,0.0266
Survey Results,fl 1:  Defining Life,Passive,Required,Text+Poll Results,-22.209,-3.6422,2013-08-17T03:22:18.079,,268,1933,268,1922-04-01T00:00:00,,0.0267
Combo 1,fp 3:  Application,Active,Bank Option,unknown,-22.297,-1.6361,2013-08-17T03:20:59.179,,269,1963,269,1922-05-01T00:00:00,,0.0268
Combo 1,fp 3:  Application,Active,Bank Option,unknown,-22.297,-1.6361,2013-08-17T03:18:57.497,,270,2008,270,1922-06-01T00:00:00,,0.0269
Edge-On,fp 2:  Radial Velocity,Passive,Required,Text+Video,12.078,25.068,2013-08-17T03:17:38.193,,271,1999,271,1922-07-01T00:00:00,,0.027
Daughter Appearance,ne 7:  Age Dating,Active,Required,unknown,9.7617,-14.412,2013-08-17T03:15:26.558,,272,1822,272,1922-08-01T00:00:00,,0.0271
Construction,fl 1:  Defining Life,Passive,Required,Text+Image,-23.336,0.50754,2013-08-17T03:13:00.943,,273,1956,273,1922-09-01T00:00:00,,0.0272
Summary,fp 1:  Transits,Passive,Required,Text+Video,-6.0774,-3.0931,2013-08-17T03:10:57.779,,274,1968,274,1922-10-01T00:00:00,,0.0273
Methodology - Intro,R* 2:  Brightness,Passive,Required,Text+Image,-8.1739,-22.17,2013-08-17T03:07:41.854,,275,1972,275,1922-11-01T00:00:00,,0.0274
Core,ne 10:  Application,Active,Required,unknown,-19.493,-9.6619,2013-08-17T03:03:48.593,,276,1917,276,1922-12-01T00:00:00,,0.0275
Exponentials - Positive,Science Literacy,Active,Required,unknown,-6.5316,0.41447,2013-08-17T03:00:23.506,,277,1959,277,1923-01-01T00:00:00,,0.0276
Highlighted Gasses,ne 3:  Gasses,Passive,Required,Text+Image,6.2913,26.258,2013-08-17T03:00:02.413,,278,1872,278,1923-02-01T00:00:00,,0.0277
fp,Intro 6:  Drake Conjecture,Active,Required,unknown,8.154,-8.9289,2013-08-17T02:56:41.667,,279,1899,279,1923-03-01T00:00:00,,0.0278
fp,Intro 6:  Drake Conjecture,Passive,Required,Text+Image,8.154,-8.9289,2013-08-17T02:49:54.781,,280,1925,280,1923-04-01T00:00:00,,0.0279
fp,Intro 6:  Drake Conjecture,Active,Required,unknown,14.133,15.677,2013-08-17T02:46:45.753,,281,1938,281,1923-05-01T00:00:00,,0.028
fp,Intro 6:  Drake Conjecture,Passive,Required,Text+Image,14.133,15.677,2013-08-17T02:45:47.76,,282,1954,282,1923-06-01T00:00:00,,0.0281
Orient North,ne 7:  Age Dating,Active,Required,unknown,15.666,-18.187,2013-08-17T02:41:21.26,,283,1921,283,1923-07-01T00:00:00,,0.0282
Radio Telescopes,Intro 6:  Drake Conjecture,Passive,Required,Text+Image,10.002,9.8765,2013-08-17T02:39:15.104,,284,1984,284,1923-08-01T00:00:00,,0.0283
Min-Max Brightness,R* 2:  Brightness,Active,Required,unknown,-23.381,-20.505,2013-08-17T02:37:49.572,,285,2007,285,1923-09-01T00:00:00,,0.0284
Earth Flux,R* 2:  Brightness,Active,Required,unknown,-25.276,-19.786,2013-08-17T02:32:24.093,,286,2010,286,1923-10-01T00:00:00,,0.0285
CO2 Collapse,L:  Doomsday,Active,Required,unknown,8.3583,10.426,2013-08-17T02:28:51.633,,287,1906,287,1923-11-01T00:00:00,,0.0286
Line of Best Fit,fp 1:  Transits,Active,Required,unknown,-1.0317,4.526,2013-08-17T02:27:28.76,,288,1887,288,1923-12-01T00:00:00,,0.0287
Sig Figs,Science Literacy,Active,Required,unknown,-6.1349,0.16999,2013-08-17T02:23:45.587,,289,1869,289,1924-01-01T00:00:00,,0.0288
Large Planets,ne 6:  Planetary Evolution,Passive,Required,Text+Image,8.4139,-10.26,2013-08-17T02:17:47.847,,290,1898,290,1924-02-01T00:00:00,,0.0289
Large Planets,ne 6:  Planetary Evolution,Passive,Required,Text+Image,8.4139,-10.26,2013-08-17T02:15:04.931,,291,1876,291,1924-03-01T00:00:00,,0.029
Large Planets,ne 6:  Planetary Evolution,Passive,Required,Text+Image,6.0372,-6.4301,2013-08-17T02:13:53.586,,292,2007,292,1924-04-01T00:00:00,,0.0291
Large Planets,ne 6:  Planetary Evolution,Passive,Required,Text+Image,6.0372,-6.4301,2013-08-17T02:08:22.58,,293,1950,293,1924-05-01T00:00:00,,0.0292
Tutorial,Intro 4:  Time,Active,Required,unknown,-6.6062,-21.914,2013-08-17T02:04:05.665,,294,1922,294,1924-06-01T00:00:00,,0.0293
Survey,R* 5:  Stellar Lifecycles,Active,Required,unknown,-4.4951,-7.5516,2013-08-17T02:01:05.033,,295,1936,295,1924-07-01T00:00:00,,0.0294
Parsimony,fp 3:  Planet Composition,Passive,Required,Text+Image,-19.273,14.643,2013-08-17T01:59:34.099,,296,1635,296,1924-08-01T00:00:00,,0.0295
Ratio,ne 6:  Planetary Evolution,Active,Required,unknown,1.8213,8.6233,2013-08-17T01:58:01.843,,297,1890,297,1924-09-01T00:00:00,,0.0296
Evaluate Hypothesis,fp 1:  Transits,Active,Required,unknown,-1.2698,4.8189,2013-08-17T01:55:09.203,,298,1827,298,1924-10-01T00:00:00,,0.0297
Chain of Logic,ne 10:  Ancient Climates,Active,Required,unknown,11.628,-3.1257,2013-08-17T01:52:37.555,,299,1866,299,1924-11-01T00:00:00,,0.0298
Absolute Dates,ne 7:  Age Dating,Passive,Required,Text+Image,24.541,-4.1646,2013-08-17T01:47:02.143,,300,1908,300,1924-12-01T00:00:00,,0.0299
Tutorial,ne 3:  Gasses,Active,Required,unknown,-27.567,-19.761,2013-08-17T01:40:33.105,,301,1971,301,1925-01-01T00:00:00,,0.03
Plans,Intro 1:  Preconceptions,Active,Required,unknown,-21.09,11.939,2013-08-17T01:35:18.83,,302,1916,302,1925-02-01T00:00:00,,0.0301
Lecturette:  Earth Earth,fl 5:  Biosignatures,Passive,Required,Video,-3.4495,15.862,2013-08-17T01:31:23.328,,303,1942,303,1925-03-01T00:00:00,,0.0302
UV Percentages,ne 3:  Gasses,Active,Required,unknown,-0.51821,-0.95149,2013-08-17T01:24:36.197,,304,1950,304,1925-04-01T00:00:00,,0.0303
Prelim Final,Intro 1:  Preconceptions,Active,Required,unknown,-12.065,15.636,2013-08-17T01:23:26.674,,305,1883,305,1925-05-01T00:00:00,,0.0304
Shearers' Quarters,fl 5:  Biosignatures,Passive,Required,Text+Image,-18.473,8.7365,2013-08-17T01:20:54.745,,306,1925,306,1925-06-01T00:00:00,,0.0305
Supergiant 2,R* 4:  H-R Diagram,Active,Bank Option,unknown,-1.228,-9.789,2013-08-17T01:18:30.882,,307,1981,307,1925-07-01T00:00:00,,0.0306
EM Spectrum,R* 3:  Color,Passive,Required,Text+Image,8.0792,9.1234,2013-08-17T01:16:34.573,,308,1928,308,1925-08-01T00:00:00,,0.0307
Habitability,ne 5:  Climate,Passive,Required,Text,16.523,12.955,2013-08-17T01:14:47.7,,309,1887,309,1925-09-01T00:00:00,,0.0308
Jumps,R* 2:  Brightness,Passive,Required,Text+Image,-19.258,-19.314,2013-08-17T01:14:39.264,,310,1961,310,1925-10-01T00:00:00,,0.0309
Jumps,R* 2:  Brightness,Passive,Required,Text+Image,-19.258,-19.314,2013-08-17T01:12:33.619,,311,1875,311,1925-11-01T00:00:00,,0.031
Jumps,R* 2:  Brightness,Passive,Required,Text+Image,-20.558,-20.192,2013-08-17T01:10:23.961,,312,1917,312,1925-12-01T00:00:00,,0.0311
Jumps,R* 2:  Brightness,Passive,Required,Text+Image,-20.558,-20.192,2013-08-17T01:06:28.084,,313,1878,313,1926-01-01T00:00:00,,0.0312
Evaluation 10,R* 3:  Application,Active,Bank Option,unknown,-5.2932,-5.3776,2013-08-17T01:06:11.786,,314,1957,314,1926-02-01T00:00:00,,0.0313
Relationship,R* 4:  H-R Diagram,Active,Required,unknown,-3.517,-7.5843,2013-08-17T01:00:02.81,,315,1897,315,1926-03-01T00:00:00,,0.0314
Instructions,ne 10:  Application,Passive,Required,Text,-18.869,-10.642,2013-08-17T00:54:59.964,,316,1935,316,1926-04-01T00:00:00,,0.0315
Language,fp 1:  Transits,Passive,Required,Text+Video,0.24042,10.85,2013-08-17T00:49:27.38,,317,1896,317,1926-05-01T00:00:00,,0.0316
Climates,ne 10:  Ancient Climates,Passive,Required,Text+Image,10.156,22.956,2013-08-17T00:44:29.777,,318,1871,318,1926-06-01T00:00:00,,0.0317
Marble Bar,ne 7:  Age Dating,Passive,Required,Text+Image,17.52,-19.066,2013-08-17T00:30:06.87,,319,1873,319,1926-07-01T00:00:00,,0.0318
Evaluation 2,R* 3:  Application,Active,Bank Option,unknown,-5.7931,-4.1675,2013-08-17T00:25:12.822,,320,1934,320,1926-08-01T00:00:00,,0.0319
Evaluation 2,R* 3:  Application,Active,Bank Option,unknown,-5.7931,-4.1675,2013-08-17T00:22:48.012,,321,2003,321,1926-09-01T00:00:00,,0.032
Greeks,R* 2:  Brightness,Passive,Required,Text,-18.329,-18.814,2013-08-17T00:20:39.368,,322,1995,322,1926-10-01T00:00:00,,0.0321
Dinos,Intro 4:  Time,Active,Required,unknown,2.3352,-24.048,2013-08-17T00:20:29.146,,323,1986,323,1926-11-01T00:00:00,,0.0322
Exit,ne 7:  Application,Passive,Required,Text+Image,13.295,0.70857,2013-08-17T00:07:18.243,,324,1907,324,1926-12-01T00:00:00,,0.0323
Intro BaP,R* 6:  Elements,Passive,Required,Text+Image,4.9437,-22.883,2013-08-17T00:04:21.889,,325,1913,325,1927-01-01T00:00:00,,0.0324
Time 2 - Rock 2,ne 7:  Application,Active,Bank Option,unknown,13.655,0.42224,2013-08-17T00:02:55.37,,326,1860,326,1927-02-01T00:00:00,,0.0325
